abv,icpsr,state,district,year,rep,dem,other,total
CA,71,CALIFORNIA,13,1960,125169,105523,NA,230692
CA,71,CALIFORNIA,14,1960,89247,85766,NA,175013
CA,71,CALIFORNIA,15,1960,79750,98389,NA,178139
CA,71,CALIFORNIA,16,1960,82446,65412,NA,147858
CA,71,CALIFORNIA,17,1960,147075,160959,NA,308034
CA,71,CALIFORNIA,18,1960,97721,85964,NA,183685
CA,71,CALIFORNIA,19,1960,66417,126530,NA,192947
CA,71,CALIFORNIA,20,1960,85737,42413,NA,128150
CA,71,CALIFORNIA,21,1960,164909,138689,NA,303598
CA,71,CALIFORNIA,22,1960,105833,98850,NA,204683
CA,71,CALIFORNIA,23,1960,87600,121369,NA,208969
CA,71,CALIFORNIA,24,1960,74154,64266,NA,138420
CA,71,CALIFORNIA,25,1960,194271,145611,NA,339882
CA,71,CALIFORNIA,26,1960,64930,144774,NA,209704
CA,71,CALIFORNIA,27,1960,99481,90888,NA,190369
CA,71,CALIFORNIA,28,1960,244758,160910,NA,405668
CA,71,CALIFORNIA,29,1960,76461,59996,NA,136457
CA,71,CALIFORNIA,30,1960,141625,116349,NA,257974
CO,62,COLORADO,1,1960,109446,109637,NA,219083
CO,62,COLORADO,2,1960,158081,108162,NA,266243
CO,62,COLORADO,3,1960,86415,76676,NA,163091
CO,62,COLORADO,4,1960,48300,36154,NA,84454
CT,1,CONNECTICUT,1,1960,136459,195403,NA,331862
CT,1,CONNECTICUT,2,1960,90681,97463,NA,188144
CT,1,CONNECTICUT,3,1960,102403,125194,NA,227597
CT,1,CONNECTICUT,4,1960,167778,146442,NA,314220
CT,1,CONNECTICUT,5,1960,68492,92553,NA,161045
CT,1,CONNECTICUT,6,1960,0,0,NA,0
FL,43,FLORIDA,1,1960,159663,128086,NA,287749
FL,43,FLORIDA,2,1960,61588,72819,NA,134407
FL,43,FLORIDA,3,1960,51988,87543,NA,139531
FL,43,FLORIDA,4,1960,137922,190086,NA,328008
FL,43,FLORIDA,5,1960,135377,83911,NA,219288
FL,43,FLORIDA,6,1960,146421,100687,NA,247108
FL,43,FLORIDA,7,1960,76091,47190,NA,123281
FL,43,FLORIDA,8,1960,26426,38378,NA,64804
GA,44,GEORGIA,1,1960,30179,40474,NA,70653
GA,44,GEORGIA,2,1960,13349,33426,NA,46775
GA,44,GEORGIA,3,1960,20127,40721,NA,60848
GA,44,GEORGIA,4,1960,15721,44377,NA,60098
GA,44,GEORGIA,5,1960,78482,81684,NA,160166
GA,44,GEORGIA,6,1960,19943,36775,NA,56718
GA,44,GEORGIA,7,1960,36030,54849,NA,90879
GA,44,GEORGIA,8,1960,17117,40099,NA,57216
GA,44,GEORGIA,9,1960,23047,43255,NA,66302
GA,44,GEORGIA,10,1960,20477,42978,NA,63455
HI,82,HAWAII,1,1960,92295,92410,NA,184705
ID,63,IDAHO,1,1960,58892,59503,NA,118395
ID,63,IDAHO,2,1960,102705,79350,NA,182055
IL,21,ILLINOIS,1,1960,23109,81399,NA,104508
IL,21,ILLINOIS,2,1960,52801,107457,NA,160258
IL,21,ILLINOIS,3,1960,79888,121402,NA,201290
IL,21,ILLINOIS,4,1960,166076,160947,NA,327023
IL,21,ILLINOIS,5,1960,55274,121114,NA,176388
IL,21,ILLINOIS,6,1960,45582,109805,NA,155387
IL,21,ILLINOIS,7,1960,25756,101635,NA,127391
IL,21,ILLINOIS,8,1960,44808,80602,NA,125410
IL,21,ILLINOIS,9,1960,63364,75836,NA,139200
IL,21,ILLINOIS,10,1960,127672,102006,NA,229678
IL,21,ILLINOIS,11,1960,95656,95613,NA,191269
IL,21,ILLINOIS,12,1960,85104,108218,NA,193322
IL,21,ILLINOIS,13,1960,262012,159228,NA,421240
IL,21,ILLINOIS,14,1960,182190,88201,NA,270391
IL,21,ILLINOIS,15,1960,105188,84494,NA,189682
IL,21,ILLINOIS,16,1960,117301,75335,NA,192636
IL,21,ILLINOIS,17,1960,110035,70350,NA,180385
IL,21,ILLINOIS,18,1960,90625,72892,NA,163517
IL,21,ILLINOIS,19,1960,92143,75275,NA,167418
IL,21,ILLINOIS,20,1960,80892,61647,NA,142539
IL,21,ILLINOIS,21,1960,101648,89236,NA,190884
IL,21,ILLINOIS,22,1960,95586,70571,NA,166157
IL,21,ILLINOIS,23,1960,92186,68643,NA,160829
IL,21,ILLINOIS,24,1960,85030,122154,NA,207184
IL,21,ILLINOIS,25,1960,88748,73764,NA,162512
IN,22,INDIANA,1,1960,78278,132554,NA,210832
IN,22,INDIANA,2,1960,104300,62933,NA,167233
IN,22,INDIANA,3,1960,114875,106344,NA,221219
IN,22,INDIANA,4,1960,106653,67061,NA,173714
IN,22,INDIANA,5,1960,122780,91312,NA,214092
IN,22,INDIANA,6,1960,95811,67352,NA,163163
IN,22,INDIANA,7,1960,93680,65746,NA,159426
IN,22,INDIANA,8,1960,104785,99960,NA,204745
IN,22,INDIANA,9,1960,80310,61046,NA,141356
IN,22,INDIANA,10,1960,107446,76714,NA,184160
IN,22,INDIANA,11,1960,166202,121336,NA,287538
IA,31,IOWA,1,1960,101202,78108,NA,179310
IA,31,IOWA,2,1960,113006,98544,NA,211550
IA,31,IOWA,3,1960,104484,76488,NA,180972
IA,31,IOWA,4,1960,67567,50836,NA,118403
IA,31,IOWA,5,1960,101612,79374,NA,180986
IA,31,IOWA,6,1960,75496,64687,NA,140183
IA,31,IOWA,7,1960,73053,48693,NA,121746
IA,31,IOWA,8,1960,85961,53835,NA,139796
KS,32,KANSAS,1,1960,89357,53897,NA,143254
KS,32,KANSAS,2,1960,115640,83599,NA,199239
KS,32,KANSAS,3,1960,59639,39275,NA,98914
KS,32,KANSAS,4,1960,141199,93318,NA,234517
KS,32,KANSAS,5,1960,87619,52643,NA,140262
KS,32,KANSAS,6,1960,68020,40481,NA,108501
KY,51,KENTUCKY,1,1960,53478,65416,NA,118894
KY,51,KENTUCKY,2,1960,67272,52958,NA,120230
KY,51,KENTUCKY,3,1960,118575,117180,NA,235755
KY,51,KENTUCKY,4,1960,54733,48356,NA,103089
KY,51,KENTUCKY,5,1960,66414,55694,NA,122108
KY,51,KENTUCKY,6,1960,78535,67292,NA,145827
KY,51,KENTUCKY,7,1960,75831,78568,NA,154399
KY,51,KENTUCKY,8,1960,87769,36391,NA,124160
LA,45,LOUISIANA,1,1960,28350,60315,NA,88665
LA,45,LOUISIANA,2,1960,40604,77645,NA,118249
LA,45,LOUISIANA,3,1960,22440,71056,NA,93496
LA,45,LOUISIANA,4,1960,36282,17626,NA,53908
LA,45,LOUISIANA,5,1960,27397,15629,NA,43026
LA,45,LOUISIANA,6,1960,30566,63651,NA,94217
LA,45,LOUISIANA,7,1960,23728,72633,NA,96361
LA,45,LOUISIANA,8,1960,21613,28784,NA,50397
ME,2,MAINE,1,1960,91135,72640,NA,163775
ME,2,MAINE,2,1960,76120,63607,NA,139727
ME,2,MAINE,3,1960,73353,44912,NA,118265
MD,52,MARYLAND,1,1960,43534,38722,NA,82256
MD,52,MARYLAND,2,1960,119562,109452,NA,229014
MD,52,MARYLAND,3,1960,20283,59208,NA,79491
MD,52,MARYLAND,4,1960,38381,50644,NA,89025
MD,52,MARYLAND,5,1960,94276,111025,NA,205301
MD,52,MARYLAND,6,1960,119461,107625,NA,227086
MD,52,MARYLAND,7,1960,54041,89132,NA,143173
MA,3,MASSACHUSETTS,1,1960,66829,87955,NA,154784
MA,3,MASSACHUSETTS,2,1960,69571,109800,NA,179371
MA,3,MASSACHUSETTS,3,1960,62862,110806,NA,173668
MA,3,MASSACHUSETTS,4,1960,83707,111156,NA,194863
MA,3,MASSACHUSETTS,5,1960,98820,131096,NA,229916
MA,3,MASSACHUSETTS,6,1960,84583,90369,NA,174952
MA,3,MASSACHUSETTS,7,1960,39680,101842,NA,141522
MA,3,MASSACHUSETTS,8,1960,74086,106360,NA,180446
MA,3,MASSACHUSETTS,9,1960,95711,108462,NA,204173
MA,3,MASSACHUSETTS,10,1960,75790,104032,NA,179822
MA,3,MASSACHUSETTS,11,1960,25601,90044,NA,115645
MA,3,MASSACHUSETTS,12,1960,22047,93837,NA,115884
MA,3,MASSACHUSETTS,13,1960,94311,129777,NA,224088
MA,3,MASSACHUSETTS,14,1960,83152,111638,NA,194790
MI,23,MICHIGAN,1,1960,16251,106068,NA,122319
MI,23,MICHIGAN,2,1960,112758,76593,NA,189351
MI,23,MICHIGAN,3,1960,108003,63537,NA,171540
MI,23,MICHIGAN,4,1960,97208,53990,NA,151198
MI,23,MICHIGAN,5,1960,128155,71930,NA,200085
MI,23,MICHIGAN,6,1960,139935,109710,NA,249645
MI,23,MICHIGAN,7,1960,132333,144397,NA,276730
MI,23,MICHIGAN,8,1960,95679,61313,NA,156992
MI,23,MICHIGAN,9,1960,78482,55986,NA,134468
MI,23,MICHIGAN,10,1960,76451,50742,NA,127193
MI,23,MICHIGAN,11,1960,56607,46766,NA,103373
MI,23,MICHIGAN,12,1960,38306,43447,NA,81753
MI,23,MICHIGAN,13,1960,29780,81808,NA,111588
MI,23,MICHIGAN,14,1960,83667,134783,NA,218450
MI,23,MICHIGAN,15,1960,33325,112506,NA,145831
MI,23,MICHIGAN,16,1960,119344,210442,NA,329786
MI,23,MICHIGAN,17,1960,112118,127720,NA,239838
MI,23,MICHIGAN,18,1960,162026,135531,NA,297557
MN,33,MINNESOTA,1,1960,96364,69783,NA,166147
MN,33,MINNESOTA,2,1960,93561,77183,NA,170744
MN,33,MINNESOTA,3,1960,150829,157224,NA,308053
MN,33,MINNESOTA,4,1960,77408,108464,NA,185872
MN,33,MINNESOTA,5,1960,80368,68726,NA,149094
MN,33,MINNESOTA,6,1960,72073,74936,NA,147009
MN,33,MINNESOTA,7,1960,72240,67465,NA,139705
MN,33,MINNESOTA,8,1960,57166,96723,NA,153889
MN,33,MINNESOTA,9,1960,57906,59429,NA,117335
MS,46,MISSISSIPPI,1,1960,11739,23320,NA,35059
MS,46,MISSISSIPPI,2,1960,6181,11876,NA,18057
MS,46,MISSISSIPPI,3,1960,8590,10289,NA,18879
MS,46,MISSISSIPPI,4,1960,20052,16046,NA,36098
MS,46,MISSISSIPPI,5,1960,8260,16011,NA,24271
MS,46,MISSISSIPPI,6,1960,18739,30820,NA,49559
MO,34,MISSOURI,1,1960,84001,150032,NA,234033
MO,34,MISSOURI,2,1960,133441,133828,NA,267269
MO,34,MISSOURI,3,1960,39453,83531,NA,122984
MO,34,MISSOURI,4,1960,111164,101388,NA,212552
MO,34,MISSOURI,5,1960,54460,72576,NA,127036
MO,34,MISSOURI,6,1960,94525,81408,NA,175933
MO,34,MISSOURI,7,1960,129106,69410,NA,198516
MO,34,MISSOURI,8,1960,75116,64651,NA,139767
MO,34,MISSOURI,9,1960,95353,88152,NA,183505
MO,34,MISSOURI,10,1960,59844,56995,NA,116839
MO,34,MISSOURI,11,1960,83330,68794,NA,152124
MT,64,MONTANA,1,1960,58770,59689,NA,118459
MT,64,MONTANA,2,1960,83071,75202,NA,158273
NE,35,NEBRASKA,1,1960,108890,60225,NA,169115
NE,35,NEBRASKA,2,1960,90012,74873,NA,164885
NE,35,NEBRASKA,3,1960,88662,48262,NA,136924
NE,35,NEBRASKA,4,1960,92989,49182,NA,142171
NV,65,NEVADA,1,1960,52387,54880,NA,107267
NH,4,NEW HAMPSHIRE,1,1960,84612,76569,NA,161181
NH,4,NEW HAMPSHIRE,2,1960,73377,61203,NA,134580
NJ,12,NEW JERSEY,1,1960,130732,144229,NA,274961
NJ,12,NEW JERSEY,2,1960,76517,69465,NA,145982
NJ,12,NEW JERSEY,3,1960,145189,127297,NA,272486
NJ,12,NEW JERSEY,4,1960,89036,113487,NA,202523
NJ,12,NEW JERSEY,5,1960,161887,142532,NA,304419
NJ,12,NEW JERSEY,6,1960,123224,119986,NA,243210
NJ,12,NEW JERSEY,7,1960,159936,101276,NA,261212
NJ,12,NEW JERSEY,8,1960,77059,88916,NA,165975
NJ,12,NEW JERSEY,9,1960,130384,98420,NA,228804
NJ,12,NEW JERSEY,10,1960,53178,77570,NA,130748
NJ,12,NEW JERSEY,11,1960,50005,73785,NA,123790
NJ,12,NEW JERSEY,12,1960,73975,82348,NA,156323
NJ,12,NEW JERSEY,13,1960,42099,80208,NA,122307
NJ,12,NEW JERSEY,14,1960,49520,65079,NA,114599
NM,66,NEW MEXICO,1,1960,153733,156027,NA,309760
NM,66,NEW MEXICO,2,1960,153733,156027,NA,309760
NY,13,NEW YORK,1,1960,216655,163362,NA,380017
NY,13,NEW YORK,2,1960,139086,96638,NA,235724
NY,13,NEW YORK,3,1960,135158,117336,NA,252494
NY,13,NEW YORK,4,1960,104887,114675,NA,219562
NY,13,NEW YORK,5,1960,80598,76750,NA,157348
NY,13,NEW YORK,6,1960,97367,149783,NA,247150
NY,13,NEW YORK,7,1960,76060,83338,NA,159398
NY,13,NEW YORK,8,1960,27865,57237,NA,85102
NY,13,NEW YORK,9,1960,39810,82330,NA,122140
NY,13,NEW YORK,10,1960,36140,97492,NA,133632
NY,13,NEW YORK,11,1960,39889,135159,NA,175048
NY,13,NEW YORK,12,1960,61680,71082,NA,132762
NY,13,NEW YORK,13,1960,43092,115854,NA,158946
NY,13,NEW YORK,14,1960,40461,77744,NA,118205
NY,13,NEW YORK,15,1960,97692,70168,NA,167860
NY,13,NEW YORK,16,1960,19902,69080,NA,88982
NY,13,NEW YORK,17,1960,69521,66819,NA,136340
NY,13,NEW YORK,18,1960,30904,53636,NA,84540
NY,13,NEW YORK,19,1960,28911,68446,NA,97357
NY,13,NEW YORK,20,1960,32707,69463,NA,102170
NY,13,NEW YORK,21,1960,35326,87457,NA,122783
NY,13,NEW YORK,22,1960,29958,96295,NA,126253
NY,13,NEW YORK,23,1960,19230,72672,NA,91902
NY,13,NEW YORK,24,1960,47837,115651,NA,163488
NY,13,NEW YORK,25,1960,85368,105200,NA,190568
NY,13,NEW YORK,26,1960,111329,82672,NA,194001
NY,13,NEW YORK,27,1960,125179,96760,NA,221939
NY,13,NEW YORK,28,1960,111833,75797,NA,187630
NY,13,NEW YORK,29,1960,117942,72389,NA,190331
NY,13,NEW YORK,30,1960,78560,110327,NA,188887
NY,13,NEW YORK,31,1960,100380,71662,NA,172042
NY,13,NEW YORK,32,1960,89062,72082,NA,161144
NY,13,NEW YORK,33,1960,90168,64776,NA,154944
NY,13,NEW YORK,34,1960,93516,86778,NA,180294
NY,13,NEW YORK,35,1960,107170,90836,NA,198006
NY,13,NEW YORK,36,1960,104824,60164,NA,164988
NY,13,NEW YORK,37,1960,125146,75114,NA,200260
NY,13,NEW YORK,38,1960,109956,92051,NA,202007
NY,13,NEW YORK,39,1960,95618,80169,NA,175787
NY,13,NEW YORK,40,1960,97836,107281,NA,205117
NY,13,NEW YORK,41,1960,60817,93449,NA,154266
NY,13,NEW YORK,42,1960,103305,128153,NA,231458
NY,13,NEW YORK,43,1960,87674,55985,NA,143659
NC,47,NORTH CAROLINA,1,1960,14769,45355,NA,60124
NC,47,NORTH CAROLINA,2,1960,13817,47592,NA,61409
NC,47,NORTH CAROLINA,3,1960,29670,47104,NA,76774
NC,47,NORTH CAROLINA,4,1960,52192,71297,NA,123489
NC,47,NORTH CAROLINA,5,1960,62733,59996,NA,122729
NC,47,NORTH CAROLINA,6,1960,75728,70563,NA,146291
NC,47,NORTH CAROLINA,7,1960,35152,63411,NA,98563
NC,47,NORTH CAROLINA,8,1960,66683,65433,NA,132116
NC,47,NORTH CAROLINA,9,1960,84118,61547,NA,145665
NC,47,NORTH CAROLINA,10,1960,96133,71817,NA,167950
NC,47,NORTH CAROLINA,11,1960,55210,54710,NA,109920
NC,47,NORTH CAROLINA,12,1960,69215,54311,NA,123526
ND,36,NORTH DAKOTA,1,1960,154310,123963,NA,278273
ND,36,NORTH DAKOTA,2,1960,154310,123963,NA,278273
OH,24,OHIO,1,1960,92084,75426,NA,167510
OH,24,OHIO,2,1960,118935,100752,NA,219687
OH,24,OHIO,3,1960,156120,131103,NA,287223
OH,24,OHIO,4,1960,100692,60555,NA,161247
OH,24,OHIO,5,1960,86850,47047,NA,133897
OH,24,OHIO,6,1960,94643,65037,NA,159680
OH,24,OHIO,7,1960,108745,65686,NA,174431
OH,24,OHIO,8,1960,84784,44550,NA,129334
OH,24,OHIO,9,1960,94679,102825,NA,197504
OH,24,OHIO,10,1960,72505,43933,NA,116438
OH,24,OHIO,11,1960,113086,107111,NA,220197
OH,24,OHIO,12,1960,161178,110283,NA,271461
OH,24,OHIO,13,1960,81280,70146,NA,151426
OH,24,OHIO,14,1960,125189,120648,NA,245837
OH,24,OHIO,15,1960,66250,39836,NA,106086
OH,24,OHIO,16,1960,124791,92799,NA,217590
OH,24,OHIO,17,1960,102529,57928,NA,160457
OH,24,OHIO,18,1960,79032,77926,NA,156958
OH,24,OHIO,19,1960,65935,101548,NA,167483
OH,24,OHIO,20,1960,60127,118805,NA,178932
OH,24,OHIO,21,1960,37655,127321,NA,164976
OH,24,OHIO,22,1960,71923,94613,NA,166536
OH,24,OHIO,23,1960,110351,88291,NA,198642
OK,53,OKLAHOMA,1,1960,143549,78000,NA,221549
OK,53,OKLAHOMA,2,1960,87004,63552,NA,150556
OK,53,OKLAHOMA,3,1960,38127,44276,NA,82403
OK,53,OKLAHOMA,4,1960,56812,41245,NA,98057
OK,53,OKLAHOMA,5,1960,125653,82439,NA,208092
OK,53,OKLAHOMA,6,1960,81894,60599,NA,142493
OR,72,OREGON,1,1960,127616,99120,NA,226736
OR,72,OREGON,2,1960,55559,51446,NA,107005
OR,72,OREGON,3,1960,127271,124273,NA,251544
OR,72,OREGON,4,1960,97614,92563,NA,190177
PA,14,PENNSYLVANIA,1,1960,27241,89082,NA,116323
PA,14,PENNSYLVANIA,2,1960,43682,110072,NA,153754
PA,14,PENNSYLVANIA,3,1960,35467,81152,NA,116619
PA,14,PENNSYLVANIA,4,1960,23268,86363,NA,109631
PA,14,PENNSYLVANIA,5,1960,89166,144568,NA,233734
PA,14,PENNSYLVANIA,6,1960,72176,111307,NA,183483
PA,14,PENNSYLVANIA,7,1960,135672,124629,NA,260301
PA,14,PENNSYLVANIA,8,1960,121779,96817,NA,218596
PA,14,PENNSYLVANIA,9,1960,131449,63400,NA,194849
PA,14,PENNSYLVANIA,10,1960,81193,96156,NA,177349
PA,14,PENNSYLVANIA,11,1960,70711,102998,NA,173709
PA,14,PENNSYLVANIA,12,1960,71755,66663,NA,138418
PA,14,PENNSYLVANIA,13,1960,142796,92212,NA,235008
PA,14,PENNSYLVANIA,14,1960,61743,50572,NA,112315
PA,14,PENNSYLVANIA,15,1960,64568,60255,NA,124823
PA,14,PENNSYLVANIA,16,1960,100190,51751,NA,151941
PA,14,PENNSYLVANIA,17,1960,93293,51331,NA,144624
PA,14,PENNSYLVANIA,18,1960,94804,48046,NA,142850
PA,14,PENNSYLVANIA,19,1960,104491,63027,NA,167518
PA,14,PENNSYLVANIA,20,1960,72565,42258,NA,114823
PA,14,PENNSYLVANIA,21,1960,68825,85641,NA,154466
PA,14,PENNSYLVANIA,22,1960,75701,80382,NA,156083
PA,14,PENNSYLVANIA,23,1960,75307,44899,NA,120206
PA,14,PENNSYLVANIA,24,1960,99388,90016,NA,189404
PA,14,PENNSYLVANIA,25,1960,88790,89296,NA,178086
PA,14,PENNSYLVANIA,26,1960,72966,104934,NA,177900
PA,14,PENNSYLVANIA,27,1960,101610,112022,NA,213632
PA,14,PENNSYLVANIA,28,1960,46782,99619,NA,146401
PA,14,PENNSYLVANIA,29,1960,103112,91946,NA,195058
PA,14,PENNSYLVANIA,30,1960,63488,120493,NA,183981
RI,5,RHODE ISLAND,1,1960,64678,120741,NA,185419
RI,5,RHODE ISLAND,2,1960,82824,137291,NA,220115
SC,48,SOUTH CAROLINA,1,1960,36146,23899,NA,60045
SC,48,SOUTH CAROLINA,2,1960,52174,31808,NA,83982
SC,48,SOUTH CAROLINA,3,1960,19649,35144,NA,54793
SC,48,SOUTH CAROLINA,4,1960,38876,43886,NA,82762
SC,48,SOUTH CAROLINA,5,1960,18032,33182,NA,51214
SC,48,SOUTH CAROLINA,6,1960,23681,30210,NA,53891
SD,37,SOUTH DAKOTA,1,1960,135381,98379,NA,233760
SD,37,SOUTH DAKOTA,2,1960,43036,29691,NA,72727
TN,54,TENNESSEE,1,1960,109767,44355,NA,154122
TN,54,TENNESSEE,2,1960,100115,62216,NA,162331
TN,54,TENNESSEE,3,1960,70538,52437,NA,122975
TN,54,TENNESSEE,4,1960,47389,60874,NA,108263
TN,54,TENNESSEE,5,1960,52077,59649,NA,111726
TN,54,TENNESSEE,6,1960,31471,56698,NA,88169
TN,54,TENNESSEE,7,1960,34878,28592,NA,63470
TN,54,TENNESSEE,8,1960,23151,30362,NA,53513
TN,54,TENNESSEE,9,1960,87191,86270,NA,173461
TX,49,TEXAS,1,1960,26077,36467,NA,62544
TX,49,TEXAS,2,1960,45870,66366,NA,112236
TX,49,TEXAS,3,1960,40320,36115,NA,76435
TX,49,TEXAS,4,1960,20875,28098,NA,48973
TX,49,TEXAS,5,1960,149369,88876,NA,238245
TX,49,TEXAS,6,1960,25155,36996,NA,62151
TX,49,TEXAS,7,1960,28340,37159,NA,65499
TX,49,TEXAS,8,1960,47991,68254,NA,116245
TX,49,TEXAS,9,1960,55499,71647,NA,127146
TX,49,TEXAS,10,1960,34911,49242,NA,84153
TX,49,TEXAS,11,1960,26119,42342,NA,68461
TX,49,TEXAS,12,1960,72813,59385,NA,132198
TX,49,TEXAS,13,1960,39903,46209,NA,86112
TX,49,TEXAS,14,1960,49356,73766,NA,123122
TX,49,TEXAS,15,1960,32866,56429,NA,89295
TX,49,TEXAS,16,1960,55271,54534,NA,109805
TX,49,TEXAS,17,1960,39035,39295,NA,78330
TX,49,TEXAS,18,1960,59380,37806,NA,97186
TX,49,TEXAS,19,1960,49751,51030,NA,100781
TX,49,TEXAS,20,1960,63934,75373,NA,139307
TX,49,TEXAS,21,1960,38685,32522,NA,71207
TX,49,TEXAS,22,1960,107225,74542,NA,181767
UT,67,UTAH,1,1960,74661,59845,NA,134506
UT,67,UTAH,2,1960,130700,109403,NA,240103
VT,6,VERMONT,1,1960,98131,69186,NA,167317
VA,40,VIRGINIA,1,1960,36004,35061,NA,71065
VA,40,VIRGINIA,2,1960,29184,39195,NA,68379
VA,40,VIRGINIA,3,1960,57912,34448,NA,92360
VA,40,VIRGINIA,4,1960,24684,34820,NA,59504
VA,40,VIRGINIA,5,1960,31042,28366,NA,59408
VA,40,VIRGINIA,6,1960,51416,34663,NA,86079
VA,40,VIRGINIA,7,1960,37637,24252,NA,61889
VA,40,VIRGINIA,8,1960,34779,30296,NA,65075
VA,40,VIRGINIA,9,1960,39874,41776,NA,81650
VA,40,VIRGINIA,10,1960,61989,59450,NA,121439
WA,73,WASHINGTON,1,1960,117292,89590,NA,206882
WA,73,WASHINGTON,2,1960,77698,78088,NA,155786
WA,73,WASHINGTON,3,1960,75938,76841,NA,152779
WA,73,WASHINGTON,4,1960,91914,72566,NA,164480
WA,73,WASHINGTON,5,1960,87036,80995,NA,168031
WA,73,WASHINGTON,6,1960,71381,81307,NA,152688
WA,73,WASHINGTON,7,1960,102516,116093,NA,218609
WV,56,WEST VIRGINIA,1,1960,63578,72364,NA,135942
WV,56,WEST VIRGINIA,2,1960,63653,61758,NA,125411
WV,56,WEST VIRGINIA,3,1960,56988,65632,NA,122620
WV,56,WEST VIRGINIA,4,1960,89449,70155,NA,159604
WV,56,WEST VIRGINIA,5,1960,41169,72527,NA,113696
WV,56,WEST VIRGINIA,6,1960,81158,99350,NA,180508
WI,25,WISCONSIN,1,1960,103540,84498,NA,188038
WI,25,WISCONSIN,2,1960,124192,101454,NA,225646
WI,25,WISCONSIN,3,1960,78432,55125,NA,133557
WI,25,WISCONSIN,4,1960,84869,136267,NA,221136
WI,25,WISCONSIN,5,1960,102198,121440,NA,223638
WI,25,WISCONSIN,6,1960,96791,69276,NA,166067
WI,25,WISCONSIN,7,1960,84397,59973,NA,144370
WI,25,WISCONSIN,8,1960,91846,84315,NA,176161
WI,25,WISCONSIN,9,1960,73158,61201,NA,134359
WI,25,WISCONSIN,10,1960,55752,57256,NA,113008
WY,68,WYOMING,1,1960,77451,63331,NA,140782
AL,41,ALABAMA,1,1964,64912,24059,NA,88971
AL,41,ALABAMA,2,1964,62775,17102,NA,79877
AL,41,ALABAMA,3,1964,55809,17754,NA,73563
AL,41,ALABAMA,4,1964,49690,18828,NA,68518
AL,41,ALABAMA,5,1964,58360,21963,NA,80323
AL,41,ALABAMA,6,1964,82754,29510,NA,112264
AL,41,ALABAMA,7,1964,64787,42454,NA,107241
AL,41,ALABAMA,8,1964,39453,38731,NA,78184
AK,81,ALASKA,1,1964,22930,44329,NA,67259
AZ,61,ARIZONA,1,1964,143114,122042,NA,265156
AZ,61,ARIZONA,2,1964,69606,82888,NA,152494
AZ,61,ARIZONA,3,1964,29815,32823,NA,62638
AR,42,ARKANSAS,1,1964,33897,49062,NA,82959
AR,42,ARKANSAS,2,1964,75121,96690,NA,171811
AR,42,ARKANSAS,3,1964,54225,67277,NA,121502
AR,42,ARKANSAS,4,1964,80021,101168,NA,181189
CA,71,CALIFORNIA,1,1964,89232,151432,NA,240664
CA,71,CALIFORNIA,2,1964,77167,119672,NA,196839
CA,71,CALIFORNIA,3,1964,77871,149668,NA,227539
CA,71,CALIFORNIA,4,1964,44222,78156,NA,122378
CA,71,CALIFORNIA,5,1964,24592,84841,NA,109433
CA,71,CALIFORNIA,6,1964,68402,145917,NA,214319
CA,71,CALIFORNIA,7,1964,48869,112828,NA,161697
CA,71,CALIFORNIA,8,1964,57818,108675,NA,166493
CA,71,CALIFORNIA,9,1964,58094,115892,NA,173986
CA,71,CALIFORNIA,10,1964,95637,148687,NA,244324
CA,71,CALIFORNIA,11,1964,77916,140978,NA,218894
CA,71,CALIFORNIA,12,1964,60765,92838,NA,153603
CA,71,CALIFORNIA,13,1964,78284,106186,NA,184470
CA,71,CALIFORNIA,14,1964,65011,113071,NA,178082
CA,71,CALIFORNIA,15,1964,58519,102288,NA,160807
CA,71,CALIFORNIA,16,1964,60067,118197,NA,178264
CA,71,CALIFORNIA,17,1964,57488,87885,NA,145373
CA,71,CALIFORNIA,18,1964,73284,111215,NA,184499
CA,71,CALIFORNIA,19,1964,64065,89415,NA,153480
CA,71,CALIFORNIA,20,1964,116911,87215,NA,204126
CA,71,CALIFORNIA,21,1964,11624,115093,NA,126717
CA,71,CALIFORNIA,22,1964,88741,100594,NA,189335
CA,71,CALIFORNIA,23,1964,69416,98111,NA,167527
CA,71,CALIFORNIA,24,1964,125914,87246,NA,213160
CA,71,CALIFORNIA,25,1964,64745,85764,NA,150509
CA,71,CALIFORNIA,26,1964,58289,138623,NA,196912
CA,71,CALIFORNIA,27,1964,72013,92905,NA,164918
CA,71,CALIFORNIA,28,1964,165131,157960,NA,323091
CA,71,CALIFORNIA,29,1964,61756,98015,NA,159771
CA,71,CALIFORNIA,30,1964,45113,98079,NA,143192
CA,71,CALIFORNIA,31,1964,66692,122560,NA,189252
CA,71,CALIFORNIA,32,1964,91486,106444,NA,197930
CA,71,CALIFORNIA,33,1964,92155,123018,NA,215173
CA,71,CALIFORNIA,34,1964,119774,118079,NA,237853
CA,71,CALIFORNIA,35,1964,162309,99590,NA,261899
CA,71,CALIFORNIA,36,1964,93255,87143,NA,180398
CA,71,CALIFORNIA,37,1964,63303,83535,NA,146838
CA,71,CALIFORNIA,38,1964,71495,91671,NA,163166
CO,62,COLORADO,1,1964,73279,143480,NA,216759
CO,62,COLORADO,2,1964,90403,130786,NA,221189
CO,62,COLORADO,3,1964,62524,103940,NA,166464
CO,62,COLORADO,4,1964,70561,97818,NA,168379
